"id","Sample_Name","locationID","Latitude","Longitude","geodeticDatum","eventDate","verbatimEventDate","temperature","salinity","associatedSequences","materialSampleID"
"CO1_D6.1017.c.S44.L001","1017.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T00:00:00Z","2022-01-28T16:00:00PST",15.2,32.9,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222201","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257692"
"CO1_E3.1010.c.S21.L001","1010.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T22:30:00Z","2022-01-28T14:30:00PST",15.9,32.8,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222300","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257681"
"CO1_B3.1007.c.S18.L001","1007.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST",15.1,33.3,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222305","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257677"
"CO1_C3.1008.c.S19.L001","1008.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST",15.1,33.3,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222301","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257680"
"CO1_F8.1027.b.S62.L001","1027.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T20:00:00Z","2022-01-28T12:00:00PST",13.5,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222297","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257706"
"CO1_D12.1033.c.S89.L001","1033.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST",15.1,33.3,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222189","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257725"
"CO1_F5.1019.b.S38.L001","1019.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST",15.2,33.1,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222198","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257695"
"CO1_2.G5.1050.b.S131.L001","1050.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T23:00:00Z","2022-01-28T15:00:00PST",15.6,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222293","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257709"
"CO1_2.C1.1038.a.S95.L001","1038.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST",13.4,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222192","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257722"
"CO1_2.D11.1063.b.S173.L001","1063.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T00:30:00Z","2022-01-28T16:30:00PST",15.1,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222296","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257707"
"CO1_G6.1020.c.S47.L001","1020.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST",15.2,33.1,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222344","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257699"
"CO1_A7.1022.a.S49.L001","1022.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T21:30:00Z","2022-01-28T13:30:00PST",15.1,32.6,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222340","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257703"
"CO1_B1.1007.a.S2.L001","1007.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST",15.1,33.3,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222307","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257675"
"CO1_2.B5.1045.b.S126.L001","1045.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST",15.2,33.1,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222200","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257693"
"CO1_2.B6.1045.c.S134.L001","1045.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T22:00:00Z","2022-01-28T14:00:00PST",15.2,33.1,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222196","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257718"
"CO1_2.B10.1061.a.S166.L001","1061.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T21:00:00Z","2022-01-28T13:00:00PST",14.8,32.8,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222341","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257702"
"CO1_D10.1033.a.S76.L001","1033.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST",15.1,33.3,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222244","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257711"
"CO1_A9.1022.c.S65.L001","1022.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T21:30:00Z","2022-01-28T13:30:00PST",15.1,32.6,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222197","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257696"
"CO1_B2.1007.b.S10.L001","1007.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST",15.1,33.3,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222303","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257678"
"CO1_2.G4.1050.a.S123.L001","1050.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T23:00:00Z","2022-01-28T15:00:00PST",15.6,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222294","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257708"
"CO1_2.E3.1040.c.S113.L001","1040.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST",13.4,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222298","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257705"
"CO1_A8.1022.b.S57.L001","1022.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T21:30:00Z","2022-01-28T13:30:00PST",15.1,32.6,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222203","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257690"
"CO1_2.C3.1038.c.S111.L001","1038.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST",13.4,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222243","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257712"
"CO1_2.B12.1061.c.S177.L001","1061.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T21:00:00Z","2022-01-28T13:00:00PST",14.8,32.8,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222342","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257701"
"CO1_F1.1011.a.S6.L001","1011.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST",13.4,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222190","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257724"
"CO1_C1.1008.a.S3.L001","1008.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T01:00:00Z","2022-01-28T17:00:00PST",15.1,33.3,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222306","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257676"
"CO1_F2.1011.b.S14.L001","1011.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST",13.4,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222250","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257684"
"CO1_2.B11.1061.b.S171.L001","1061.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T21:00:00Z","2022-01-28T13:00:00PST",14.8,32.8,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222247","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257687"
"CO1_2.A9.1052.c.S157.L001","1052.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T20:30:00Z","2022-01-28T12:30:00PST",14.1,33.5,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222193","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257721"
"CO1_2.D12.1063.c.S179.L001","1063.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T00:30:00Z","2022-01-28T16:30:00PST",15.1,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222191","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257723"
"CO1_D4.1017.a.S28.L001","1017.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T00:00:00Z","2022-01-28T16:00:00PST",15.2,32.9,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222299","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257704"
"CO1_2.C2.1038.b.S103.L001","1038.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST",13.4,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222248","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257686"
"CO1_D5.1017.b.S36.L001","1017.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-29T00:00:00Z","2022-01-28T16:00:00PST",15.2,32.9,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222239","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257716"
"CO1_2.E1.1040.a.S97.L001","1040.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST",13.4,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222202","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257691"
"CO1_2.A8.1052.b.S149.L001","1052.b","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T20:30:00Z","2022-01-28T12:30:00PST",14.1,33.5,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222241","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257714"
"CO1_F9.1027.c.S70.L001","1027.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T20:00:00Z","2022-01-28T12:00:00PST",13.5,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222302","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257679"
"CO1_2.A7.1052.a.S141.L001","1052.a","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T20:30:00Z","2022-01-28T12:30:00PST",14.1,33.5,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222343","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257700"
"CO1_F3.1011.c.S22.L001","1011.c","S2",37.494992,-122.498955,"EPSG:4326","2022-01-28T19:30:00Z","2022-01-28T11:30:00PST",13.4,33,"https://www.ncbi.nlm.nih.gov/sra/?term=SRR28222345","https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN40257698"
